city,country,device_type,event_time,event_type,region,session_id,user_creation_time,user_id
Brooklyn,United States,Mac,2022-03-21 05:22:17.421000,Plugin - Footer click to Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:22:17.669000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:22:29.959000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:22:44.673000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:25:51.160000,Plugin - Click See Impact button,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:25:54.912000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:37:46.305000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:18:35.822000,Plugin - Not in Database,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:18:39.817000,Plugin - Not in Database,New York,1647839918423,2022-03-21 05:18:39.817000,
Brooklyn,United States,Mac,2022-03-21 05:18:45.729000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:19:22.619000,Plugin - Not in Database,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:19:56.122000,Plugin - Footer click to Search History page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:19:59.898000,Plugin - Search History Page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:03.124000,Plugin - Footer click to Profile page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:03.129000,Plugin - Profile page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:03.183000,Plugin - is pinned,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:04.826000,Plugin - Footer click to Search History page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:05.440000,Plugin - Footer click to Impact page,New York,1647839992868,2022-03-21 05:19:56.122000,
Brooklyn,United States,Mac,2022-03-21 05:20:08.171000,Plugin - Search History Page,New York,1647839992868,2022-03-21 05:19:56.122000,
New York,United States,Mac,2022-03-21 05:28:52.748000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
Seattle,United States,Mac,2022-03-21 05:32:15.265000,Plugin - Not in Database,Washington,1647840734580,2022-03-14 22:34:06.080000,100560044695
Seattle,United States,Mac,2022-03-21 05:32:29.568000,Plugin - Not in Database,Washington,1647840734580,2022-03-14 22:34:06.080000,100560044695
Seattle,United States,Mac,2022-03-21 05:33:18.176000,Plugin - Not in Database,Washington,1647840734580,2022-03-14 22:34:06.080000,100560044695
Brooklyn,United States,Mac,2022-03-21 05:38:17.474000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:38:27.614000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:38:38.054000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 05:40:54.923000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:41:04.362000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:41:12.223000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:41:49.521000,Plugin - See Impact page,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:41:57.356000,Plugin - See Impact page,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:41:58.779000,Plugin - Click See Impact button,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:42:01.508000,Plugin - Searched Item,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:42:10.291000,Plugin - Searched Item,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:42:17.070000,Plugin - See Impact page,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:42:27.407000,Plugin - See Impact page,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:42:33.302000,Plugin - See Impact page,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:44:07.171000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
New York,United States,Mac,2022-03-21 05:45:11.306000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
Brooklyn,United States,Mac,2022-03-21 05:51:20.926000,Plugin - Supported Brand Browsing,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 05:55:22.948000,Plugin - Not in Database,New York,1647840532447,2022-03-14 14:08:58.168000,405731680965
Brooklyn,United States,Mac,2022-03-21 05:55:48.108000,Plugin - See Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:56:55.983000,Plugin - See Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:56:56.954000,Plugin - Click See Impact button,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:57:02.222000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:57:26.264000,Plugin - See Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:57:40.931000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:57:47.161000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:58:07.301000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 05:59:03.403000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:24:52.433000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:24:54.359000,Plugin - See Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:43:33.143000,Plugin - See Impact page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:43:34.470000,Plugin - Click See Impact button,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:43:39.238000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:51:03.676000,Plugin - Footer click to Search History page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:51:03.754000,Plugin - Search History Page,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:51:07.060000,Plugin - Searched Item,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 06:51:07.269000,Plugin - Search History Item click,New York,1647839775805,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:23:49.289000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:24:28.339000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:24:29.549000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:23.439000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:24.726000,Plugin - Click See Impact button,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:28.407000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:37.486000,Plugin - RecommendationClicks,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:52.026000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:25:52.287000,Plugin - Full Review click,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:26:27.455000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:26:39.853000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:26:54.101000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:26:55.990000,Plugin - Click See Impact button,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:26:59.810000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:27:07.104000,Plugin - RecommendationClicks,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:28:43.918000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:28:46.873000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:28:53.766000,Plugin - See Impact page,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:28:55.058000,Plugin - Click See Impact button,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
Brooklyn,United States,Mac,2022-03-21 07:28:59.060000,Plugin - Searched Item,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 07:29:04.153000,Plugin - RecommendationClicks,New York,1647847424605,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:13:47.562000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:13:50.285000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:13:54.566000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:14.459000,Plugin - Supported Brand Browsing,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:16.704000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:17.972000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:20.072000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:22.435000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:22.583000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:30.661000,Plugin - Search History Item click,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:34.811000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:35.914000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:37.498000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:39.662000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:40.219000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:41.706000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:46.132000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:48.310000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:50.621000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:28:59.661000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:04.070000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:05.396000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:07.700000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:31.203000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:32.783000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:29:33.729000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:40.525000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:41.576000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:45.218000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:46.129000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:47.880000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:51.789000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:56.826000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:32:58.061000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:00.093000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:02.401000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:02.769000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:09.322000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:13.865000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:16.226000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:16.722000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:19.435000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:33:24.027000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:45:39.351000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:45:40.070000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:45:41.873000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:53:26.478000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:53:43.336000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:54:45.802000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:54:48.543000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:54:49.320000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:52:45.538000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:52:47.844000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:52:48.706000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:52:54.717000,Plugin - Footer click to Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:52:59.038000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 08:54:53.734000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:36.170000,Plugin - Footer click to Search History page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:36.271000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:38.683000,Plugin - Search History Page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:40.956000,Plugin - Search History Item click,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:45.898000,Plugin - See Impact page,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:47.144000,Plugin - Click See Impact button,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
New York,United States,Mac,2022-03-21 09:00:51.340000,Plugin - Searched Item,New York,1647850427081,2022-03-12 18:17:55.088000,389698404053
